class,Order,Family,Genus,Genus_species
Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes chrysocome
Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus magellanicus
Aves,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris
Aves,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus frantzii
Aves,Procellariiformes,Procellariidae,Pachyptila,Pachyptila salvini
Aves,Anseriformes,Anatidae,Aix,Aix galericulata
Aves,Pelecaniformes,Threskiornithidae,Threskiornis,Threskiornis aethiopicus
Aves,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus scirpaceus
Aves,Anseriformes,Anatidae,Branta,Branta canadensis
Aves,Anseriformes,Anatidae,Branta,Branta canadensis
Aves,Apodiformes,Trochilidae,Heliomaster,Heliomaster longirostris
Aves,Passeriformes,Thraupidae,Paroaria,Paroaria capitata
Aves,Anseriformes,Anatidae,Cygnus,Cygnus melancoryphus
Aves,Passeriformes,Pipridae,Chiroxiphia,Chiroxiphia caudata
Aves,Psittaciformes,Psittaculidae,Cyanoramphus,Cyanoramphus hochstetteri
Aves,Passeriformes,Zosteropidae,Zosterops,Zosterops atrifrons
Aves,Passeriformes,Cardinalidae,Piranga,Piranga leucoptera
Aves,Charadriiformes,Alcidae,Synthliboramphus,Synthliboramphus wumizusume
Aves,Charadriiformes,Laridae,Sterna,Sterna paradisaea
Aves,Cuculiformes,Cuculidae,Cacomantis,Cacomantis pallidus
Aves,Piciformes,Ramphastidae,Aulacorhynchus,Aulacorhynchus prasinus
Aves,Apodiformes,,,
Aves,Bucerotiformes,Upupidae,Upupa,Upupa epops
Aves,Passeriformes,Petroicidae,Amalocichla,Amalocichla incerta
Aves,Passeriformes,Thraupidae,Coereba,Coereba flaveola
Aves,Psittaciformes,Psittacidae,Cyanoliseus,Cyanoliseus patagonus
Aves,Passeriformes,Alcippeidae,Alcippe,Alcippe morrisonia
Aves,Psittaciformes,Psittacidae,Eupsittula,Eupsittula pertinax
Aves,Columbiformes,Columbidae,Turacoena,Turacoena manadensis
Aves,Passeriformes,Tyrannidae,Myiarchus,Myiarchus tyrannulus
Aves,Gruiformes,Gruidae,Antigone,Antigone vipio
Aves,Procellariiformes,Diomedeidae,Phoebastria,Phoebastria nigripes
Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua galerita
Aves,Passeriformes,Pipridae,Lepidothrix,Lepidothrix coronata
Aves,Anseriformes,Anatidae,Branta,Branta canadensis
Aves,Columbiformes,Columbidae,Metriopelia,Metriopelia melanoptera
Aves,Anseriformes,Anatidae,Chloephaga,Chloephaga picta
Aves,Passeriformes,Muscicapidae,Luscinia,Luscinia svecica
Aves,Galliformes,Phasianidae,Lagopus,Lagopus lagopus
Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis
Aves,Passeriformes,Paradoxornithidae,Sinosuthora,Sinosuthora webbiana
Aves,Strigiformes,Strigidae,Strix,Strix nigrolineata
Aves,Passeriformes,Thamnophilidae,Myrmelastes,Myrmelastes leucostigma
Aves,Anseriformes,Anatidae,Oxyura,Oxyura jamaicensis
Aves,Passeriformes,Calcariidae,Plectrophenax,Plectrophenax nivalis
Aves,Passeriformes,Parulidae,Setophaga,Setophaga magnolia
Aves,Passeriformes,Muscicapidae,Cyornis,Cyornis colonus
Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus lherminieri
Aves,Charadriiformes,Scolopacidae,Scolopax,Scolopax rusticola
Aves,Psittaciformes,Psittacidae,Cyanoliseus,Cyanoliseus patagonus
Aves,Passeriformes,Alcippeidae,Alcippe,Alcippe morrisonia
Aves,Gruiformes,Rallidae,Amaurornis,Amaurornis phoenicurus
Aves,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus scirpaceus
Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ferruginea
Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe lugens
Aves,Passeriformes,Ploceidae,Ploceus,Ploceus insignis
Aves,Strigiformes,Tytonidae,Tyto,Tyto furcata
Aves,Passeriformes,Paridae,Parus,Parus minor
Aves,Strigiformes,Strigidae,Bubo,Bubo blakistoni
Aves,Passeriformes,Estrildidae,Lonchura,
Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis adeliae
Aves,Passeriformes,Tyrannidae,Hemitriccus,Hemitriccus margaritaceiventer
Aves,Piciformes,Bucconidae,Malacoptila,Malacoptila fulvogularis
Aves,Passeriformes,Locustellidae,Locustella,Locustella naevia
Aves,Passeriformes,,,
Aves,Piciformes,Picidae,Picumnus,Picumnus lafresnayi
Aves,Apodiformes,Trochilidae,Thalurania,Thalurania furcata
Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica
Aves,Passeriformes,Cardinalidae,Habia,Habia rubica
Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus ochruros
Aves,Galliformes,Phasianidae,Perdix,Perdix perdix
Aves,Passeriformes,Fringillidae,Spinus,Spinus barbatus
Aves,Charadriiformes,Recurvirostridae,Recurvirostra,Recurvirostra americana
Aves,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia capensis
Aves,Apodiformes,Trochilidae,Phaethornis,Phaethornis longirostris
Aves,Apodiformes,Trochilidae,Chrysuronia,Chrysuronia oenone
Aves,Charadriiformes,,,
Aves,Procellariiformes,Procellariidae,Fulmarus,Fulmarus glacialis
Aves,Passeriformes,Pycnonotidae,Ixos,Ixos mcclellandii
Aves,Passeriformes,Timaliidae,Stachyridopsis,Stachyridopsis ruficeps
Aves,Psittaciformes,Psittacidae,Amazona,Amazona farinosa
Aves,Columbiformes,Columbidae,Columbina,Columbina inca
Aves,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus palustris
Aves,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus melanopogon
Aves,Passeriformes,Sylviidae,Curruca,Curruca cantillans
Aves,Strigiformes,Strigidae,Otus,Otus lempiji
Aves,Strigiformes,Strigidae,Athene,Athene cunicularia
Aves,Passeriformes,,,
Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus phoenicurus
Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe isabellina
Aves,Piciformes,Ramphastidae,Ramphastos,Ramphastos tucanus
Aves,Passeriformes,Corvidae,Corvus,Corvus kubaryi
Aves,Passeriformes,Turdidae,Geokichla,Geokichla camaronensis
Aves,Passeriformes,Fringillidae,Pinicola,Pinicola enucleator
Aves,Passeriformes,Muscicapidae,Luscinia,Luscinia svecica
Aves,Passeriformes,Motacillidae,Motacilla,Motacilla flava
Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius nivosus
Aves,Passeriformes,Viduidae,Vidua,Vidua macroura
Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis papua
Aves,Passeriformes,Turdidae,Myadestes,Myadestes melanops
Aves,Passeriformes,Turdidae,Catharus,Catharus ustulatus
Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua pastinator
Aves,Passeriformes,Corvidae,Corvus,Corvus cryptoleucus
Aves,Psittaciformes,Psittacidae,Poicephalus,Poicephalus fuscicollis
Aves,Charadriiformes,Scolopacidae,Coenocorypha,Coenocorypha aucklandica
Aves,Passeriformes,Timaliidae,Stachyridopsis,Stachyridopsis ruficeps
Aves,Passeriformes,Tityridae,Schiffornis,Schiffornis turdina
Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ferruginea
Aves,Columbiformes,Columbidae,Ptilinopus,Ptilinopus viridis
Aves,Passeriformes,Sittidae,Sitta,Sitta krueperi
Aves,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus palustris
Aves,Passeriformes,Acanthizidae,Sericornis,Sericornis nouhuysi
Aves,Passeriformes,,,
Aves,Passeriformes,Mimidae,Mimus,Mimus saturninus
Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche chrysostoma
Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus longirostris
Aves,Passeriformes,Furnariidae,Xiphorhynchus,Xiphorhynchus erythropygius
Aves,Psittaciformes,Psittacidae,Amazona,Amazona farinosa
Aves,Galliformes,Phasianidae,Gallus,Gallus gallus
Aves,Passeriformes,Parulidae,Mniotilta,Mniotilta varia
Aves,Caprimulgiformes,,,
Aves,Psittaciformes,,,
Aves,Coraciiformes,Meropidae,Merops,Merops apiaster
Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus ochruros
Aves,Anseriformes,Anatidae,Anas,Anas poecilorhyncha
Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus magellanicus
Aves,Passeriformes,Fringillidae,Carpodacus,Carpodacus formosanus
Aves,Passeriformes,Cardinalidae,Habia,Habia rubica
Aves,Passeriformes,Zosteropidae,Zosterops,Zosterops japonicus
Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia roseogrisea
Aves,Passeriformes,Sittidae,Sitta,Sitta neglecta
Aves,Passeriformes,Thraupidae,Sporophila,Sporophila caerulescens
Aves,Gruiformes,Rallidae,Porphyrio,Porphyrio hochstetteri
Aves,Passeriformes,Tyrannidae,Casiornis,Casiornis rufus
Aves,Passeriformes,Turdidae,Zoothera,Zoothera dauma
Aves,Piciformes,,,
Aves,Passeriformes,Fringillidae,Acanthis,Acanthis flammea
Aves,Cuculiformes,Cuculidae,Coccyzus,Coccyzus minor
Aves,Procellariiformes,Procellariidae,Ardenna,Ardenna pacifica
Aves,Passeriformes,Cardinalidae,Cyanocompsa,Cyanocompsa cyanoides
Aves,Passeriformes,Fringillidae,Carduelis,Carduelis carduelis
Aves,Coraciiformes,Alcedinidae,Halcyon,Halcyon smyrnensis
Aves,Passeriformes,Cettiidae,Horornis,Horornis diphone
Aves,Passeriformes,Emberizidae,Emberiza,Emberiza calandra
Aves,Passeriformes,Fringillidae,Fringilla,Fringilla teydea
Aves,Passeriformes,Parulidae,Leiothlypis,Leiothlypis celata
Aves,Strigiformes,,,
Aves,Passeriformes,,,
Aves,Passeriformes,Fringillidae,Acanthis,Acanthis flammea
Aves,Passeriformes,Sturnidae,Sturnia,Sturnia malabarica
Aves,Columbiformes,Columbidae,Zenaida,Zenaida asiatica
Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia decaocto
Aves,Apodiformes,Apodidae,Chaetura,Chaetura pelagica
Aves,Accipitriformes,Cathartidae,Cathartes,Cathartes aura
Aves,Columbiformes,Columbidae,Leptotila,Leptotila verreauxi
Aves,Psittaciformes,Psittacidae,Ara,Ara ararauna
Aves,Galliformes,Phasianidae,Perdix,Perdix perdix
Aves,Passeriformes,Locustellidae,Helopsaltes,Helopsaltes pleskei
Aves,Passeriformes,Fringillidae,Carpodacus,Carpodacus roseus
Aves,Coraciiformes,Meropidae,Merops,Merops apiaster
Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus phoenicurus
Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus novaehollandiae
Aves,Galliformes,Phasianidae,Lagopus,Lagopus muta
Aves,Passeriformes,Sturnidae,Acridotheres,Acridotheres tristis
Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus cafer
Aves,Galliformes,Phasianidae,Bambusicola,Bambusicola sonorivox
Aves,Passeriformes,Tyrannidae,Conopias,Conopias albovittatus
Aves,Passeriformes,Icteridae,Agelasticus,Agelasticus thilius
Aves,Passeriformes,Parulidae,Mniotilta,Mniotilta varia
Aves,Passeriformes,,,
Aves,Passeriformes,Dicaeidae,Dicaeum,Dicaeum minullum
Aves,Charadriiformes,Scolopacidae,Gallinago,Gallinago delicata
Aves,Passeriformes,,,
Aves,Passeriformes,Turdidae,Turdus,Turdus merula
Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus albicilla
Aves,Gruiformes,Rallidae,Rallus,Rallus aquaticus
Aves,Procellariiformes,Hydrobatidae,Hydrobates,
Aves,Procellariiformes,Hydrobatidae,Hydrobates,
Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus ochruros
Aves,Passeriformes,Petroicidae,Petroica,Petroica rosea
Aves,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus melanopogon
Aves,Passeriformes,Passeridae,Pyrgilauda,Pyrgilauda blanfordi
Aves,Columbiformes,Columbidae,Zenaida,Zenaida asiatica
Aves,Passeriformes,Icteridae,Agelaius,Agelaius phoeniceus
Aves,Passeriformes,Muscicapidae,Ficedula,Ficedula albicilla
Aves,Passeriformes,Paridae,Poecile,Poecile palustris
Aves,Passeriformes,,,
Aves,Passeriformes,Thraupidae,Sporophila,Sporophila lineola
Aves,Passeriformes,Tyrannidae,Myiodynastes,Myiodynastes luteiventris
Aves,Passeriformes,Paridae,Parus,Parus monticolus
Aves,Passeriformes,Paridae,Periparus,Periparus ater
Aves,Passeriformes,Turdidae,Turdus,Turdus nudigenis
Aves,Passeriformes,Motacillidae,Motacilla,Motacilla flava
Aves,Apodiformes,Trochilidae,Amazilia,Amazilia fimbriata
Aves,Passeriformes,Muscicapidae,Ficedula,Ficedula hyperythra
Aves,Passeriformes,Acanthizidae,Sericornis,Sericornis beccarii
Aves,Coraciiformes,Alcedinidae,Halcyon,Halcyon coromanda
Aves,Passeriformes,Emberizidae,Emberiza,Emberiza citrinella
Aves,Piciformes,Bucconidae,Malacoptila,Malacoptila panamensis
Aves,Strigiformes,,,
Aves,Passeriformes,Emberizidae,Emberiza,Emberiza godlewskii
Aves,Columbiformes,Columbidae,Goura,Goura sclaterii
Aves,Passeriformes,Mimidae,Toxostoma,Toxostoma redivivum
Aves,Psittaciformes,Psittacidae,Amazona,Amazona sp.
Aves,Casuariiformes,Casuariidae,Dromaius,Dromaius novaehollandiae
Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe lugens
Aves,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus bitorquatus
Aves,Strigiformes,Tytonidae,Tyto,Tyto furcata
Aves,Passeriformes,Fringillidae,Spinus,Spinus psaltria
Aves,Passeriformes,Tyrannidae,Machetornis,Machetornis rixosa
Aves,Charadriiformes,Scolopacidae,Limosa,Limosa limosa
Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes chrysocome
Aves,Passeriformes,Fringillidae,Chloris,Chloris chloris
Aves,Passeriformes,Vireonidae,Vireo,Vireo atricapilla
Aves,Passeriformes,Muscicapidae,Monticola,Monticola solitarius
Aves,Passeriformes,Emberizidae,Emberiza,Emberiza calandra
Aves,Passeriformes,Thamnophilidae,Cercomacra,Cercomacra carbonaria
Aves,Passeriformes,Parulidae,Setophaga,Setophaga citrina
Aves,Passeriformes,Pipridae,Ilicura,Ilicura militaris
Aves,Procellariiformes,Procellariidae,Fulmarus,Fulmarus glacialis
Aves,Charadriiformes,Scolopacidae,Actitis,Actitis hypoleucos
Aves,Passeriformes,Tyrannidae,Todirostrum,Todirostrum cinereum
Aves,Passeriformes,Thamnophilidae,Microrhopias,Microrhopias quixensis
Aves,Passeriformes,Thraupidae,Lanio,Lanio leucothorax
Aves,Passeriformes,Emberizidae,Emberiza,Emberiza godlewskii
Aves,Passeriformes,Emberizidae,Emberiza,Emberiza godlewskii
Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes schlegeli
Aves,Apodiformes,Trochilidae,Thaumastura,Thaumastura cora
Aves,Passeriformes,Motacillidae,Anthus,Anthus lineiventris
Aves,Passeriformes,Paridae,Poecile,Poecile weigoldicus
Aves,Passeriformes,Paridae,Pardaliparus,Pardaliparus venustulus
Aves,Passeriformes,Fringillidae,Loxia,Loxia curvirostra
Aves,Anseriformes,Anatidae,Branta,Branta hutchinsii
Aves,Passeriformes,,,
Aves,Passeriformes,Cettiidae,Horornis,Horornis diphone
Aves,Passeriformes,Thamnophilidae,Thamnomanes,Thamnomanes caesius
Aves,Passeriformes,Furnariidae,Sclerurus,Sclerurus mexicanus
Aves,Apodiformes,Trochilidae,Phaethornis,Phaethornis bourcieri
Aves,Procellariiformes,Diomedeidae,Diomedea,Diomedea epomophora
Aves,Psittaciformes,Psittacidae,Amazona,Amazona ochrocephala
Aves,Columbiformes,Columbidae,Zentrygon,Zentrygon costaricensis
Aves,Passeriformes,Parulidae,Myiothlypis,Myiothlypis rivularis
Aves,Passeriformes,Pycnonotidae,Hypsipetes,Hypsipetes amaurotis
Aves,Passeriformes,Regulidae,Regulus,Regulus calendula
Aves,Passeriformes,Pipridae,Neopelma,Neopelma aurifrons
Aves,Pelecaniformes,Ardeidae,Bubulcus,Bubulcus ibis
Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus trochiloides
Aves,Passeriformes,Pellorneidae,Malacopteron,Malacopteron magnirostre
Aves,Galliformes,Cracidae,Mitu,Mitu tuberosum
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula pacifica
Aves,Passeriformes,Tyrannidae,Platyrinchus,Platyrinchus coronatus
Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax urile
Aves,Galliformes,Cracidae,Penelopina,Penelopina nigra
Aves,Passeriformes,Cardinalidae,Granatellus,Granatellus pelzelni
Aves,Galliformes,Phasianidae,Gallus,Gallus gallus
Aves,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus mariae
Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx haastii
Aves,Passeriformes,Fringillidae,Loxops,Loxops caeruleirostris
Aves,Procellariiformes,Diomedeidae,Phoebastria,Phoebastria immutabilis
Aves,Pelecaniformes,Ardeidae,Syrigma,Syrigma sibilatrix
Aves,Passeriformes,Icteridae,Cacicus,Cacicus chrysopterus
Aves,Gruiformes,Rallidae,Gallinula,Gallinula galeata
Aves,Passeriformes,Muscicapidae,Ficedula,Ficedula mugimaki
Aves,Passeriformes,Sittidae,Sitta,Sitta canadensis
Aves,Passeriformes,Turdidae,Turdus,Turdus albicollis
Aves,Falconiformes,Falconidae,Falco,Falco tinnunculus
Aves,Psittaciformes,Psittacidae,Forpus,Forpus modestus
Aves,Piciformes,Picidae,Veniliornis,Veniliornis cassini
Aves,Apodiformes,,,
Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus ochruros
Aves,Passeriformes,Timaliidae,Stachyris,Stachyris poliocephala
Aves,Passeriformes,Parulidae,Setophaga,Setophaga pinus
Aves,Passeriformes,Corvidae,Nucifraga,Nucifraga columbiana
Aves,Charadriiformes,Scolopacidae,Calidris,Calidris minutilla
Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis adeliae
Aves,Passeriformes,Turdidae,Catharus,Catharus aurantiirostris
Aves,Trogoniformes,Trogonidae,Trogon,Trogon personatus
Aves,Passeriformes,Cisticolidae,Artisornis,Artisornis metopias
Aves,Coraciiformes,Meropidae,Nyctyornis,Nyctyornis amictus
Aves,Coraciiformes,Meropidae,Merops,Merops apiaster
Aves,Passeriformes,Laniidae,Lanius,Lanius isabellinus
Aves,Apodiformes,Trochilidae,Amazilia,Amazilia versicolor
Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax brasilianus
Aves,Anseriformes,Anatidae,Branta,Branta canadensis
Aves,Passeriformes,,,
Aves,Passeriformes,Estrildidae,Estrilda,Estrilda astrild
Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius dubius
Aves,Passeriformes,Cettiidae,Horornis,Horornis diphone
Aves,Charadriiformes,Glareolidae,Cursorius,Cursorius cursor
Aves,Gruiformes,Rallidae,Laterallus,Laterallus jamaicensis
Aves,Anseriformes,Anatidae,Anser,Anser caerulescens
Aves,Apodiformes,Trochilidae,Heliomaster,Heliomaster longirostris
Aves,Passeriformes,Furnariidae,Phacellodomus,Phacellodomus striaticollis
Aves,Strigiformes,Tytonidae,Tyto,Tyto alba
Aves,Passeriformes,Cettiidae,Horornis,Horornis diphone
Aves,Coraciiformes,Alcedinidae,Halcyon,Halcyon coromanda
Aves,Passeriformes,Motacillidae,Anthus,Anthus richardi
Aves,Anseriformes,Anatidae,Clangula,Clangula hyemalis
Aves,Charadriiformes,Alcidae,Uria,Uria lomvia
Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes chrysolophus
Aves,Strigiformes,,,
Aves,Procellariiformes,Procellariidae,Fulmarus,Fulmarus glacialis
Aves,Strigiformes,Strigidae,Strix,Strix aluco
Aves,Columbiformes,Columbidae,Spilopelia,Spilopelia senegalensis
Aves,Passeriformes,Calyptomenidae,Smithornis,Smithornis capensis
Aves,Columbiformes,Columbidae,Ptilinopus,Ptilinopus rivoli
Aves,Accipitriformes,Accipitridae,Nisaetus,Nisaetus alboniger
Aves,Passeriformes,Furnariidae,Phacellodomus,Phacellodomus striaticollis
Aves,Apodiformes,,,
Aves,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
Aves,Passeriformes,Turdidae,Turdus,Turdus hortulorum
Aves,Piciformes,Picidae,Sphyrapicus,Sphyrapicus thyroideus
Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus solitarius
Aves,Passeriformes,,,
Aves,Procellariiformes,Procellariidae,Macronectes,Macronectes halli
Aves,Charadriiformes,Scolopacidae,Tringa,Tringa solitaria
Aves,Apodiformes,Trochilidae,Heliodoxa,Heliodoxa xanthogonys
Aves,Charadriiformes,Scolopacidae,Calidris,Calidris canutus
Aves,Passeriformes,Tyrannidae,Hirundinea,Hirundinea ferruginea
Aves,Passeriformes,Muscicapidae,Cyornis,Cyornis olivaceus
Aves,Passeriformes,Sittidae,Sitta,Sitta europaea
Aves,Charadriiformes,Jacanidae,Jacana,Jacana jacana
Aves,Psittaciformes,,,
Aves,Passeriformes,Tyrannidae,Culicivora,Culicivora caudacuta
Aves,Passeriformes,Tyrannidae,Elaenia,Elaenia cristata
Aves,Anseriformes,Anatidae,Anas,Anas chlorotis
Aves,Anseriformes,Anatidae,Anas,Anas poecilorhyncha
Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma feae
Aves,Accipitriformes,Accipitridae,Circus,Circus pygargus
Aves,Anseriformes,Anatidae,Anas,
Aves,Galliformes,Phasianidae,Alectoris,Alectoris chukar
Aves,Passeriformes,Sylviidae,Curruca,Curruca cantillans
Aves,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia leucophrys
Aves,Passeriformes,Tyrannidae,Muscisaxicola,Muscisaxicola maculirostris
Aves,Passeriformes,Thraupidae,Poospiza,Poospiza melanoleuca
Aves,Passeriformes,Hirundinidae,Tachycineta,Tachycineta leucorrhoa
Aves,Passeriformes,Corvidae,Pyrrhocorax,Pyrrhocorax pyrrhocorax
Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus fuscatus
Aves,Piciformes,Picidae,Yungipicus,Yungipicus kizuki
Aves,Passeriformes,Tyrannidae,Platyrinchus,Platyrinchus mystaceus
Aves,Passeriformes,,,
Aves,Psittaciformes,,,
Aves,Gruiformes,Rallidae,Fulica,Fulica leucoptera
Aves,Coraciiformes,Momotidae,Baryphthengus,Baryphthengus martii
Aves,Passeriformes,Parulidae,Basileuterus,Basileuterus rufifrons
Aves,Passeriformes,Tyrannidae,Tolmomyias,Tolmomyias sulphurescens
Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes chrysocome
Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes moseleyi
Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus hudsoni
Aves,Anseriformes,Anatidae,Anser,Anser albifrons
Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma feae
Aves,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus australis
Aves,Passeriformes,Fringillidae,Acanthis,Acanthis flammea
Aves,Strigiformes,Tytonidae,Tyto,Tyto alba
Aves,Passeriformes,Estrildidae,Lonchura,Lonchura hunsteini
Aves,Columbiformes,Columbidae,Columba,Columba livia
Aves,Passeriformes,Thraupidae,Sporophila,Sporophila caerulescens
Aves,Passeriformes,Meliphagidae,Prosthemadera,Prosthemadera novaeseelandiae
Aves,Anseriformes,Anatidae,Branta,Branta hutchinsii
Aves,Anseriformes,Anatidae,Branta,Branta canadensis
Aves,Charadriiformes,Scolopacidae,Calidris,Calidris tenuirostris
Aves,Passeriformes,Corvidae,Cyanopica,Cyanopica cyanus
Aves,Passeriformes,Regulidae,Regulus,Regulus ignicapilla
Aves,Passeriformes,Petroicidae,Petroica,Petroica australis
Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma gouldi
Aves,Passeriformes,Vireonidae,Vireo,Vireo bellii
Aves,Columbiformes,Columbidae,Turtur,Turtur chalcospilos
Aves,Charadriiformes,Laridae,Larus,Larus schistisagus
Aves,Apodiformes,Trochilidae,Hylocharis,Hylocharis chrysura
Aves,Passeriformes,Monarchidae,Terpsiphone,Terpsiphone atrocaudata
Aves,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle americana
Aves,Passeriformes,Emberizidae,Emberiza,Emberiza citrinella
Aves,Anseriformes,Anatidae,Branta,Branta hutchinsii
Aves,Passeriformes,Tityridae,Tityra,Tityra semifasciata
Aves,Passeriformes,,,
Aves,Piciformes,Picidae,Veniliornis,Veniliornis passerinus
Aves,Passeriformes,Tyrannidae,Tolmomyias,Tolmomyias flaviventris
Aves,Passeriformes,Nectariniidae,Arachnothera,Arachnothera longirostra
Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter soloensis
Aves,Passeriformes,Petroicidae,Eopsaltria,Eopsaltria australis
Aves,Passeriformes,Sturnidae,Lamprotornis,Lamprotornis hildebrandti
Aves,Passeriformes,Tityridae,Pachyramphus,Pachyramphus polychopterus
Aves,Psittaciformes,Psittaculidae,Agapornis,Agapornis fischeri
Aves,Passeriformes,Tyrannidae,Elaenia,Elaenia spectabilis
Aves,Passeriformes,Tyrannidae,Myiodynastes,Myiodynastes maculatus
Aves,Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis
Aves,Passeriformes,Pipridae,Manacus,Manacus manacus
Aves,Charadriiformes,Charadriidae,Thinornis,Thinornis novaeseelandiae
Aves,Passeriformes,Corvidae,Cyanocitta,Cyanocitta cristata
Aves,Passeriformes,Meliphagidae,Philemon,Philemon eichhorni
Aves,Piciformes,Picidae,Melanerpes,Melanerpes carolinus
Aves,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
Aves,Pelecaniformes,Ardeidae,Ardea,Ardea cinerea
Aves,Passeriformes,Muscicapidae,Saxicola,Saxicola rubetra
Aves,Passeriformes,Turdidae,Turdus,Turdus amaurochalinus
Aves,Passeriformes,Zosteropidae,Zosterops,Zosterops japonicus
Aves,Passeriformes,Parulidae,Setophaga,Setophaga pensylvanica
Aves,Apodiformes,Trochilidae,Amazilia,Amazilia tzacatl
Aves,Apodiformes,,,
Aves,Passeriformes,Tyrannidae,Elaenia,Elaenia cristata
Aves,Passeriformes,Laniidae,Lanius,Lanius isabellinus
Aves,Passeriformes,Sturnidae,Acridotheres,Acridotheres tristis
Aves,Galliformes,Phasianidae,Coturnix,Coturnix ypsilophora
Aves,Passeriformes,Paridae,Parus,Parus major
Aves,Procellariiformes,Procellariidae,Pachyptila,
Aves,Passeriformes,Estrildidae,Lonchura,Lonchura caniceps
Aves,Coraciiformes,Alcedinidae,Ceryle,Ceryle rudis
Aves,Passeriformes,Oriolidae,Turnagra,Turnagra capensis
Aves,Anseriformes,Anatidae,Branta,Branta canadensis
Aves,Passeriformes,Thraupidae,Paroaria,Paroaria coronata
Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus ostralegus
Aves,Galliformes,Phasianidae,Lagopus,Lagopus muta
Aves,Passeriformes,Thamnophilidae,Hylophylax,Hylophylax naevius
Aves,Passeriformes,Thamnophilidae,Thamnomanes,Thamnomanes ardesiacus
Aves,Passeriformes,Muscicapidae,Luscinia,Luscinia svecica
